"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,550,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,542,,
"ESP","Spain","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,539,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,527,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,567,,
"TUR","Turkey","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,515,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,558,,
"USA","United States","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,547,,
"BRA","Brazil","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,449,,
"CHL","Chile","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,495,,
"EST","Estonia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,566,,
"ISR","Israel","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,530,,
"RUS","Russia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,524,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,554,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,548,,
"AUS","Australia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,467,,
"AUT","Austria","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,449,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,453,,
"CAN","Canada","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,490,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,453,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,453,,
"FIN","Finland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,494,,
"FRA","France","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,441,,
"DEU","Germany","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,465,,
"GRC","Greece","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,419,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,428,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,454,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,469,,
"ITA","Italy","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,448,,
"JPN","Japan","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,502,,
"KOR","Korea","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,509,,
"LUX","Luxembourg","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,429,,
"MEX","Mexico","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,386,,
"NLD","Netherlands","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,473,,
"NZL","New Zealand","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,448,,
"NOR","Norway","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,464,,
"POL","Poland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,476,,
"PRT","Portugal","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,438,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,392,,
"ESP","Spain","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,447,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,442,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,469,,
"TUR","Turkey","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,427,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,461,,
"USA","United States","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,449,,
"BRA","Brazil","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,365,,
"CHL","Chile","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,390,,
"EST","Estonia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,503,,
"ISR","Israel","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,415,,
"RUS","Russia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,436,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,454,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,452,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.4,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.9,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.2,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.1,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.4,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.7,,
"FRA","France","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.4,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.2,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.6,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.6,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.8,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.6,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.8,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.3,,
"KOR","Korea","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.1,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,14.4,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.7,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.1,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.9,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.4,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.6,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.3,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.6,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19.3,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.3,,
"TUR","Turkey","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.4,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.4,,
"USA","United States","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.2,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.3,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16.5,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.5,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15.8,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18.4,,
"OECD","OECD - Total","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17.7,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.8,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.3,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.8,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.5,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19.2,,
"FRA","France","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.1,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.4,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.6,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.3,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.6,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.4,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.8,,
"KOR","Korea","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.2,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,14.3,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.7,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.5,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.4,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.5,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.5,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.8,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.4,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18.3,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.4,,
"TUR","Turkey","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.8,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16,,
"USA","United States","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.6,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.9,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.4,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16.9,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.4,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15.6,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.7,,
"OECD","OECD - Total","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17.4,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19.5,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.3,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19.5,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.7,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.7,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19.9,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20.1,,
"FRA","France","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.8,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.7,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.8,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20.6,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.5,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.3,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,15.5,,
"KOR","Korea","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.7,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,15.2,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,14.4,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.7,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.6,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.4,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19.2,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.8,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.8,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.9,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20.3,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.1,,
"TUR","Turkey","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.1,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.7,,
"USA","United States","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17.9,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.7,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.6,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18.1,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.3,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16.4,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19.1,,
"OECD","OECD - Total","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"AUS","Australia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,,
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,27,,
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,,
"CAN","Canada","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,,
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"FRA","France","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,,
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,,
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,27,,
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,,
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,,
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,,
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,24,,
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,,
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,,
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,,
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,,
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11,,
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,,
"POL","Poland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,33,,
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,,
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,,
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,24,,
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,20,,
"TUR","Turkey","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,35,,
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,,
"USA","United States","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,,
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,,
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,46,,
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,9,,
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,,
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,,
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,26,,
"OECD","OECD - Total","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,20,,
"AUS","Australia","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,"E","Estimated value"
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,27,"E","Estimated value"
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,"E","Estimated value"
"CAN","Canada","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,"E","Estimated value"
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,"E","Estimated value"
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,"E","Estimated value"
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,"E","Estimated value"
"FRA","France","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,"E","Estimated value"
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,"E","Estimated value"
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,27,"E","Estimated value"
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,"E","Estimated value"
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,"E","Estimated value"
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,"E","Estimated value"
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,"E","Estimated value"
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,24,"E","Estimated value"
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,"E","Estimated value"
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,"E","Estimated value"
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,"E","Estimated value"
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,"E","Estimated value"
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,11,"E","Estimated value"
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,"E","Estimated value"
"POL","Poland","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,33,"E","Estimated value"
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,"E","Estimated value"
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,"E","Estimated value"
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,24,"E","Estimated value"
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,"E","Estimated value"
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,20,"E","Estimated value"
"TUR","Turkey","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,35,"E","Estimated value"
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,"E","Estimated value"
"USA","United States","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,"E","Estimated value"
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,"E","Estimated value"
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,46,"E","Estimated value"
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","MN","Men","MICRO_M3","Micrograms per cubic metre","0","Units",,,9,"E","Estimated value"
